epoch,train_loss,val_loss,train_acc,val_acc,train_balanced_acc,val_balanced_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,val_min_class_acc,val_max_class_acc,val_class_gap,val_composite_score,fairness_ok,train_class_acc_Discoide,val_class_acc_Discoide,train_class_acc_Levallois,val_class_acc_Levallois,train_class_acc_Laminaire,val_class_acc_Laminaire
12,0.7934481257540417,0.8465131485640113,0.6203473945409429,0.6517412935323383,0.6496547806494165,0.6246463868566295,0.648547558136636,0.6509718673897777,0.6203473945409429,0.6517412935323383,0.6198035731150427,0.6464142713873595,0.46,0.7346938775510204,0.2746938775510204,0.5916831215505071,0,0.7772277227722773,0.46,0.5255102040816326,0.7346938775510204,0.6462264150943396,0.6792452830188679
13,0.7778013107498586,0.8366261234330894,0.6451612903225806,0.6318407960199005,0.6742142494958006,0.603131818765242,0.6739418341261819,0.634352923532028,0.6451612903225806,0.6318407960199005,0.645408630493377,0.6283459549542925,0.5,0.7244897959183674,0.22448979591836737,0.576193043255038,1,0.7524752475247525,0.5,0.548469387755102,0.7244897959183674,0.7216981132075472,0.5849056603773585
14,0.7942291583967563,0.7404989404464836,0.6153846153846154,0.6666666666666666,0.6539617621754474,0.6984007187780773,0.6488991250887325,0.7029455895127538,0.6153846153846154,0.6666666666666666,0.612639169107244,0.664205517359539,0.5714285714285714,0.92,0.34857142857142864,0.6565721473495059,0,0.7623762376237624,0.92,0.4872448979591837,0.5714285714285714,0.7122641509433962,0.6037735849056604
15,0.7416083879269678,0.8687988006653478,0.6389578163771712,0.5771144278606966,0.6704510218060697,0.634288281350276,0.6591405200787231,0.7093014305107535,0.6389578163771712,0.5771144278606966,0.6377443830046046,0.5776087323405401,0.3979591836734694,0.92,0.5220408163265307,0.5716433833910923,0,0.7376237623762376,0.92,0.5331632653061225,0.3979591836734694,0.7405660377358491,0.5849056603773585
16,0.777120126388209,0.7979786701463348,0.6253101736972705,0.5920398009950248,0.6583650086225411,0.6310537800025671,0.655657537283161,0.6264980009513159,0.6253101736972705,0.5920398009950248,0.6247695783905755,0.5891839322793794,0.46938775510204084,0.82,0.3506122448979591,0.5889803106148119,0,0.7475247524752475,0.82,0.5153061224489796,0.46938775510204084,0.7122641509433962,0.6037735849056604
17,0.7484058174986401,0.8191838047990752,0.6377171215880894,0.6069651741293532,0.6642918142411084,0.5959209344115005,0.6658165005315977,0.6090046542104152,0.6377171215880894,0.6069651741293534,0.6387406688764924,0.6072188079211784,0.56,0.6428571428571429,0.08285714285714285,0.5859780772686434,1,0.7673267326732673,0.56,0.5510204081632653,0.6428571428571429,0.6745283018867925,0.5849056603773585
18,0.7924998634802201,0.8143197888165564,0.6253101736972705,0.681592039800995,0.6523555994413458,0.6799717622898216,0.6457359265106061,0.6923714759535656,0.6253101736972705,0.681592039800995,0.625121690136102,0.6806349392696153,0.5660377358490566,0.78,0.21396226415094344,0.6542962905917084,1,0.7326732673267327,0.78,0.5357142857142857,0.6938775510204082,0.6886792452830188,0.5660377358490566
19,0.7475472761147075,0.7977630362581851,0.6439205955334988,0.6218905472636815,0.6746522072307347,0.6520857399563599,0.6717008984376266,0.6422368372757273,0.6439205955334988,0.6218905472636815,0.6437936053927134,0.6197804323871922,0.5204081632653061,0.7358490566037735,0.2154408933384674,0.6262328327557438,1,0.7425742574257426,0.7,0.5408163265306123,0.5204081632653061,0.7405660377358491,0.7358490566037735
20,0.7412776258536071,0.8451060201991257,0.6315136476426799,0.6368159203980099,0.6654832117790139,0.6293903221666025,0.6602641182766052,0.6407091526494512,0.6315136476426799,0.6368159203980099,0.6301425059715684,0.6371279892219667,0.5849056603773585,0.6632653061224489,0.07835964574509047,0.6199871646771916,1,0.7920792079207921,0.64,0.5204081632653061,0.6632653061224489,0.6839622641509434,0.5849056603773585
21,0.745149955708099,0.7802314787954834,0.6538461538461539,0.6417910447761194,0.6736123554596508,0.6808856372737774,0.6705307315107671,0.6659279621857944,0.6538461538461539,0.6417910447761194,0.654672691420806,0.6370175523992508,0.5102040816326531,0.7924528301886793,0.2822487485560262,0.6470157874470542,0,0.7029702970297029,0.74,0.5867346938775511,0.5102040816326531,0.7311320754716981,0.7924528301886793
22,0.7021321797785037,0.7578151709404751,0.6588089330024814,0.6368159203980099,0.6853233166982466,0.6605339494288281,0.6799920764544313,0.6506020562210202,0.6588089330024814,0.6368159203980099,0.659022977887571,0.6358469735440813,0.5612244897959183,0.76,0.19877551020408168,0.6366808882043383,1,0.7722772277227723,0.76,0.5714285714285714,0.5612244897959183,0.7122641509433962,0.660377358490566
23,0.7030884978493154,0.7583132098563274,0.6650124069478908,0.6716417910447762,0.7005390517873504,0.6995379283788986,0.6983987565602503,0.6959325675743586,0.6650124069478908,0.6716417910447762,0.6642068715251731,0.6718242284293083,0.5816326530612245,0.8,0.21836734693877558,0.6733338467462455,1,0.8267326732673267,0.8,0.548469387755102,0.5816326530612245,0.7264150943396226,0.7169811320754716
24,0.7080306060260934,0.7698578813775855,0.6315136476426799,0.6517412935323383,0.6597287616709303,0.6663406494673341,0.6559095766090274,0.6611563239335909,0.6315136476426799,0.6517412935323383,0.6316596358288127,0.6521548392737224,0.6020408163265306,0.7169811320754716,0.11494031574894104,0.6525478115774611,1,0.7475247524752475,0.68,0.5382653061224489,0.6020408163265306,0.6933962264150944,0.7169811320754716
25,0.6978976665892022,0.7541880097555284,0.6650124069478908,0.6467661691542289,0.6940626147712962,0.6709793351302785,0.6811261434403055,0.672310603970796,0.6650124069478908,0.6467661691542289,0.6633044436131977,0.6469564175736908,0.5714285714285714,0.8,0.22857142857142865,0.643550763701707,1,0.7821782178217822,0.8,0.5688775510204082,0.5714285714285714,0.7311320754716981,0.6415094339622641
26,0.6638715213936552,0.7645551568240075,0.6910669975186104,0.6467661691542289,0.7208171144415173,0.6621845719419844,0.7168732442466728,0.6750318582525966,0.6910669975186104,0.6467661691542289,0.6913018721762929,0.6496477597672791,0.5918367346938775,0.7547169811320755,0.16288024643819798,0.6426389423694007,1,0.7970297029702971,0.64,0.5918367346938775,0.5918367346938775,0.7735849056603774,0.7547169811320755
27,0.7187319766203168,0.7707952928187242,0.6612903225806451,0.681592039800995,0.6898126614740797,0.6962982929020666,0.687047146401985,0.7063480271557533,0.6612903225806451,0.681592039800995,0.6610933084394078,0.6800313259637238,0.5660377358490566,0.88,0.3139622641509434,0.6586228212039533,0,0.8118811881188119,0.88,0.5688775510204082,0.6428571428571429,0.6886792452830188,0.5660377358490566
28,0.6698025361479956,0.7412229055788979,0.6699751861042184,0.6766169154228856,0.6958643255546194,0.6800821460659735,0.6867540774793373,0.6871322898691129,0.6699751861042184,0.6766169154228856,0.6692321828094143,0.6789120904609037,0.66,0.7169811320754716,0.05698113207547162,0.6732444102169169,1,0.7722772277227723,0.66,0.5841836734693877,0.6632653061224489,0.7311320754716981,0.7169811320754716
29,0.684240826306213,0.7525047390022088,0.6861042183622829,0.6915422885572139,0.7102173299732746,0.7171633936593506,0.7049165490540681,0.7132965135908168,0.6861042183622829,0.6915422885572139,0.6868479428531911,0.690783094670123,0.6122448979591837,0.86,0.2477551020408163,0.6874327814144526,1,0.7524752475247525,0.86,0.6045918367346939,0.6122448979591837,0.7735849056603774,0.6792452830188679
30,0.7096988390160553,0.7895328532997056,0.6799007444168734,0.5970149253731343,0.7081101448612324,0.6520292645360032,0.7052889158080755,0.6495635376232392,0.6799007444168734,0.5970149253731343,0.6801532572344451,0.5841946514123553,0.40816326530612246,0.8679245283018868,0.45976126299576436,0.5968579129765115,0,0.7970297029702971,0.68,0.5867346938775511,0.40816326530612246,0.7405660377358491,0.8679245283018868
31,0.6979420520827433,0.7282857966067185,0.6712158808933002,0.6716417910447762,0.7004802761754805,0.685098190219484,0.6905301799056088,0.6786089231837236,0.6712158808933002,0.6716417910447762,0.6700810191329681,0.6705833433087832,0.6226415094339622,0.8,0.1773584905660378,0.6638151713515595,1,0.7821782178217822,0.8,0.5739795918367347,0.6326530612244898,0.7452830188679245,0.6226415094339622
32,0.6641655113206016,0.774277348126938,0.6637717121588089,0.6766169154228856,0.7034543221361026,0.6812142215376716,0.6973306234195152,0.6834096496440514,0.6637717121588089,0.6766169154228856,0.6609799161161992,0.6776735764151626,0.660377358490566,0.72,0.05962264150943397,0.6740595045565395,1,0.8366336633663366,0.72,0.5331632653061225,0.6632653061224489,0.7405660377358491,0.660377358490566
33,0.6720552740262696,0.7851306134788552,0.6786600496277916,0.6268656716417911,0.7131913759338969,0.6474470542934155,0.701873670856301,0.6439667406870864,0.6786600496277916,0.626865671641791,0.6767417948204766,0.6242833900653179,0.5510204081632653,0.8113207547169812,0.2603003465537159,0.6162110127069697,0,0.806930693069307,0.58,0.5637755102040817,0.5510204081632653,0.7688679245283019,0.8113207547169812
34,0.6924754628176725,0.7973999493750766,0.6600496277915633,0.681592039800995,0.6892172804111371,0.6696675651392633,0.6797707971646222,0.6884038676379198,0.6600496277915633,0.681592039800995,0.6591039714497616,0.6799554459782731,0.54,0.7547169811320755,0.2147169811320755,0.6439015274034142,1,0.7821782178217822,0.54,0.5637755102040817,0.7142857142857143,0.7216981132075472,0.7547169811320755
35,0.698858850647143,0.793455511776369,0.6960297766749379,0.7014925373134329,0.7190867286574635,0.6808933384674624,0.7138124370306539,0.7122765015754199,0.6960297766749379,0.7014925373134329,0.696360068443039,0.6988206102022132,0.5471698113207547,0.7755102040816326,0.22834039276087792,0.653492491336157,1,0.7920792079207921,0.72,0.6198979591836735,0.7755102040816326,0.7452830188679245,0.5471698113207547
36,0.690438119116847,0.777960271681126,0.6836228287841191,0.6666666666666666,0.7124164909752432,0.6754126556282891,0.7101833359523748,0.6815664748512106,0.6836228287841191,0.6666666666666666,0.6837549835514569,0.6676226431298994,0.62,0.7735849056603774,0.1535849056603774,0.6569824669490438,1,0.8168316831683168,0.62,0.5892857142857143,0.6326530612244898,0.7311320754716981,0.7735849056603774
37,0.6969452353920002,0.8156235811129138,0.6687344913151365,0.6616915422885572,0.6987795959033717,0.6790501861121808,0.6897312815800622,0.7130713425015907,0.6687344913151365,0.6616915422885572,0.667575647792936,0.6668616071601146,0.5849056603773585,0.84,0.2550943396226415,0.6484388653574639,0,0.7821782178217822,0.84,0.5688775510204082,0.6122448979591837,0.7452830188679245,0.5849056603773585
38,0.6804763575641453,0.7599204138143739,0.673697270471464,0.6567164179104478,0.7056137698868077,0.6845591066615325,0.6994266279823302,0.6908950106427042,0.673697270471464,0.6567164179104478,0.6727008248754311,0.6571506993416723,0.5612244897959183,0.7924528301886793,0.23122834039276097,0.6568117058144012,1,0.8168316831683168,0.7,0.5688775510204082,0.5612244897959183,0.7311320754716981,0.7924528301886793
39,0.6539273909096682,0.7389047839748326,0.7096774193548387,0.7114427860696517,0.7362830430135814,0.7123090745732256,0.7338629747561951,0.7233373697330509,0.7096774193548387,0.7114427860696517,0.7102328873670457,0.7117512172167385,0.6226415094339622,0.8,0.1773584905660378,0.6910260557053011,1,0.8316831683168316,0.8,0.6224489795918368,0.7142857142857143,0.7547169811320755,0.6226415094339622
40,0.6698937935213889,0.7587029696697026,0.6786600496277916,0.6666666666666666,0.7107919012925551,0.6707688358362213,0.7064083987038833,0.6761604703291617,0.6786600496277916,0.6666666666666666,0.6780776114215535,0.6686756124425349,0.6530612244897959,0.68,0.026938775510204183,0.6675361827749967,1,0.7920792079207921,0.68,0.5714285714285714,0.6530612244897959,0.7688679245283019,0.6792452830188679
