epoch,train_loss,val_loss,train_acc,val_acc,train_balanced_acc,val_balanced_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,val_min_class_acc,val_max_class_acc,val_class_gap,val_composite_score,fairness_ok,train_class_acc_Discoide,val_class_acc_Discoide,train_class_acc_Levallois,val_class_acc_Levallois,train_class_acc_Laminaire,val_class_acc_Laminaire
11,0.7895322641230518,0.7517600260158577,0.5863354037267081,0.7178217821782178,0.6409043857851034,0.7087753340329842,0.6287538864427014,0.7172359813300918,0.5863354037267081,0.7178217821782178,0.5764834803579922,0.7174357940998466,0.6078431372549019,0.7735849056603774,0.1657417684054755,0.6888863218243272,1,0.8258706467661692,0.6078431372549019,0.40816326530612246,0.7448979591836735,0.6886792452830188,0.7735849056603774
12,0.7917044032434499,0.8529632634455615,0.6186335403726708,0.5841584158415841,0.6421428188284607,0.6350779305432864,0.6401702818639874,0.6928212505795805,0.6186335403726708,0.5841584158415841,0.619234297457553,0.5870209861178924,0.41836734693877553,0.9019607843137255,0.48359343737495,0.5770467180582924,0,0.746268656716418,0.9019607843137255,0.5433673469387755,0.41836734693877553,0.6367924528301887,0.5849056603773585
13,0.87054934405392,0.765591547040656,0.5726708074534161,0.5841584158415841,0.6066400605112034,0.6150372098524944,0.5994868471846844,0.6249742554781664,0.5726708074534161,0.5841584158415841,0.5703037339079047,0.5885489558613456,0.47959183673469385,0.6862745098039216,0.20668267306922772,0.5902352890841871,1,0.7213930348258707,0.6862745098039216,0.461734693877551,0.47959183673469385,0.6367924528301887,0.6792452830188679
14,0.8343794655355607,0.7933003347699005,0.5726708074534161,0.6534653465346535,0.6091502122298277,0.6643110074218367,0.6022502023410187,0.6627859191567423,0.5726708074534161,0.6534653465346535,0.5693909427243309,0.6536929555024468,0.5882352941176471,0.7924528301886793,0.2042175360710322,0.6398049030933128,1,0.7412935323383084,0.5882352941176471,0.45408163265306123,0.6122448979591837,0.6320754716981132,0.7924528301886793
15,0.7947271935688043,0.753177276932367,0.6273291925465838,0.6386138613861386,0.6538710950446075,0.6721745301894343,0.6539993134951189,0.6763383897511374,0.6273291925465838,0.6386138613861386,0.6283350781649444,0.6362986338574518,0.5204081632653061,0.8490566037735849,0.3286484405082788,0.6327367173284408,0,0.746268656716418,0.6470588235294118,0.5408163265306123,0.5204081632653061,0.6745283018867925,0.8490566037735849
16,0.7823644186398998,0.7168034380025202,0.6037267080745342,0.7425742574257426,0.6452450876154461,0.7474776073951593,0.6419016617494234,0.7484504223378556,0.6037267080745342,0.7425742574257426,0.600786576662374,0.7438771669935478,0.7244897959183674,0.7924528301886793,0.06796303427031192,0.7393220432827219,1,0.8059701492537313,0.7254901960784313,0.46938775510204084,0.7244897959183674,0.660377358490566,0.7924528301886793
17,0.7864776703141491,0.7687463111216479,0.613664596273292,0.6237623762376238,0.6281509599991315,0.6231939316607146,0.6272104215090506,0.6290079007900791,0.613664596273292,0.6237623762376238,0.6153341187577529,0.6246907648229854,0.5490196078431373,0.6981132075471698,0.14909359970403246,0.6053026996962306,1,0.6766169154228856,0.5490196078431373,0.5663265306122449,0.6224489795918368,0.6415094339622641,0.6981132075471698
18,0.8618812980118745,0.7196962615050891,0.5652173913043478,0.6386138613861386,0.5983058810682821,0.668125111679892,0.5894745966295212,0.6928676127436321,0.5652173913043478,0.6386138613861386,0.5629535185764333,0.6456490086348787,0.5408163265306123,0.7843137254901961,0.24349739895958378,0.6389054238047419,1,0.7014925373134329,0.7843137254901961,0.45663265306122447,0.5408163265306123,0.6367924528301887,0.6792452830188679
19,0.7844141958663182,0.7061344880868893,0.6298136645962733,0.6831683168316832,0.6639102651292377,0.6919749031688146,0.6617079813603933,0.7071958981612445,0.6298136645962733,0.6831683168316832,0.62816539881295,0.6888681805935908,0.6530612244897959,0.7169811320754716,0.06391990758567578,0.6843045142585336,1,0.8109452736318408,0.7058823529411765,0.5204081632653061,0.6530612244897959,0.660377358490566,0.7169811320754716
20,0.7684077145149989,0.6962756709297104,0.622360248447205,0.693069306930693,0.661351980950082,0.7019122114254506,0.657079589232733,0.7096084318931121,0.622360248447205,0.693069306930693,0.620092032838503,0.6966787318372989,0.6632653061224489,0.7254901960784313,0.06222488995598241,0.6944452246307327,1,0.7910447761194029,0.7254901960784313,0.49489795918367346,0.6632653061224489,0.6981132075471698,0.7169811320754716
21,0.7341402084931083,0.7084839202389859,0.6273291925465838,0.7425742574257426,0.6630512244323242,0.7322979506267915,0.6518313454413284,0.7471597159715971,0.6273291925465838,0.7425742574257426,0.6243965133762119,0.7441158037121138,0.6666666666666666,0.7755102040816326,0.108843537414966,0.7192367261369955,1,0.7761194029850746,0.6666666666666666,0.5102040816326531,0.7755102040816326,0.7028301886792453,0.7547169811320755
22,0.7388698031443246,0.694023591457027,0.6322981366459627,0.698019801980198,0.6670024763871568,0.7134841357926819,0.6562491127080997,0.7067458456076361,0.6322981366459627,0.698019801980198,0.6300184394763759,0.6984137881620242,0.6428571428571429,0.8113207547169812,0.16846361185983827,0.6932685023695013,1,0.7661691542288557,0.6862745098039216,0.5178571428571429,0.6428571428571429,0.7169811320754716,0.8113207547169812
23,0.7310247111764754,0.6510189877878322,0.6496894409937888,0.6831683168316832,0.6672169571855777,0.7223342167055501,0.6636843361579868,0.7262713771377138,0.6496894409937888,0.6831683168316832,0.6508649087830919,0.6835787729675111,0.5510204081632653,0.8235294117647058,0.2725090036014406,0.6896331362733772,0,0.7164179104477612,0.8235294117647058,0.5918367346938775,0.5510204081632653,0.6933962264150944,0.7924528301886793
24,0.7168190343039377,0.6536190686839642,0.6782608695652174,0.7178217821782178,0.6969874826866821,0.7249415489466227,0.6958774443056227,0.7380021017508942,0.6782608695652174,0.7178217821782178,0.6788371710226244,0.7225478802706526,0.6938775510204082,0.7450980392156863,0.051220488195278135,0.7187950903631893,1,0.8059701492537313,0.7450980392156863,0.6198979591836735,0.6938775510204082,0.6650943396226415,0.7358490566037735
25,0.7148155980969068,0.6830347575763664,0.6782608695652174,0.6732673267326733,0.699789382569887,0.706867652721466,0.695945357069374,0.733321538857437,0.6782608695652174,0.6732673267326733,0.6786364461895875,0.6797401220965833,0.5612244897959183,0.8235294117647058,0.2623049219687875,0.6753910620852115,0,0.8009950248756219,0.8235294117647058,0.6096938775510204,0.5612244897959183,0.6886792452830188,0.7358490566037735
26,0.7663775999723754,0.6924880447954235,0.6472049689440994,0.6188118811881188,0.6696424979453904,0.6602955647667872,0.6629243540345165,0.6611423791188643,0.6472049689440994,0.6188118811881188,0.6471886858192456,0.6174815820107452,0.47959183673469385,0.7843137254901961,0.3047218887555022,0.623728938116127,0,0.746268656716418,0.7843137254901961,0.5739795918367347,0.47959183673469385,0.6886792452830188,0.7169811320754716
